Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
Continuation-in-part,Reference to parent application,,,,,211.02; 
Continuation-in-part,Rejection over publication of parent application,,,,,2133.01; 2154.01(b); 
Continuation-in-part,Rejection over published priority document,,,,,2154.01(b); 
Continuation-in-part,Rule 1.53b,,,,,201.06(c); 
Continuation-in-part,"Rule 1.62, Former",,,,,201.06(b); 
Continuation-in-part,Time for filing,,,,,211.03; 
Continuation-in-part,"When patented, opens parent application to public inspection",,,,,103; 
Continued Prosecution Application CPA,,,,,,201.01; 201.06; 201.06(d); 
Continued Prosecution Application CPA,Amendments before first Office action,,,,,714.01(e); 
Continued Prosecution Application CPA,Application number,,,,,503; 
Continued Prosecution Application CPA,Assignee right to take action,,,,,324; 325; 
Continued Prosecution Application CPA,Certificate of mailing or transmission,,,,,512; 
Continued Prosecution Application CPA,Complete non-provisional application,,,,,601.01; 601.01(a); 
Continued Prosecution Application CPA,Continuation-in-part not permitted,,,,,201.08; 
Continued Prosecution Application CPA,Continuity with parent,,,,,211.01(b); 
Continued Prosecution Application CPA,Correspondence,,,,,502; 502.01; 
Continued Prosecution Application CPA,Cross reference to previous application,,,,,202; 
Continued Prosecution Application CPA,Design application,,,,,201.06(d); 1502.01; 
Continued Prosecution Application CPA,Eliminated for utility and plant applications,,,,,201.06(d); 
Continued Prosecution Application CPA,Express abandonment of prior application,,,,,711.01; 711.02(b); 
Continued Prosecution Application CPA,Extension of time,,,,,201.06(d); 
Continued Prosecution Application CPA,Fees,,,,,
Continued Prosecution Application CPA,Fees,Reissue application,,,,1415; 
Continued Prosecution Application CPA,Filing date,,,,,201.06(d); 
Continued Prosecution Application CPA,Improper CPA treated as RCE,,,,,706.07(h); 
Continued Prosecution Application CPA,Information disclosure statement in parent,,,,,609.02; 707.05; 
Continued Prosecution Application CPA,Inventorship,,,,,201.06(d); 
Continued Prosecution Application CPA,Patent term,,,,,1303; 2701; 
Continued Prosecution Application CPA,"Plant application, no longer available",,,,,201.06(d); 
Continued Prosecution Application CPA,Public access to,,,,,201.06(d); 
Continued Prosecution Application CPA,Published as PG-Pub,,,,,1120; 
Continued Prosecution Application CPA,Reissue,,,,,1430; 
Continued Prosecution Application CPA,Reference to domestic benefit claims,,,,,1302.04; 
Continued Prosecution Application CPA,Restriction requirement in prior application,,,,,819; 
Continued Prosecution Application CPA,Signature Requirements,,,,,201.06(d); 
Continued Prosecution Application CPA,Small or micro entity status,,,,,201.06(d); 
Continued Prosecution Application CPA,Suspension of action,,,,,709; 
Continued Prosecution Application CPA,"Terminal disclaimer, effect in",,,,,1490; 
Continued Prosecution Application CPA,"Utility application, no longer available",,,,,201.06(d); 
Continuing application,,,,,,210; 211; 1302.12; 1302.04; 
Continuing application,Specific reference,,,,,202; 211; 
Continuing data,,,,,Cross-noting; ,202; 
Continuity between applications,,,,,,211.01(b); 
Control of inspection by assignee,,,,,,104; 106; 
"Convention, International",,,,,Treaties; ,213.03; 
Converting nonprovisional and provisional applications,,,,,,201.04; 601.01(c); 
Cooperative Patent Classification System CPC,,,,,,902; 905; 
Cooperative Patent Classification System CPC,Classification in,,,,,905.03; 905.04(b); 
Cooperative Patent Classification System CPC,Combination Sets,,,,,905.03; 
Cooperative Patent Classification System CPC,Definition,,,,,905.02; 
Cooperative Patent Classification System CPC,References in Definitions,,,,,905.01(a)(1); 
Cooperative Patent Classification System CPC,Scheme,,,,,905.01; 
Cooperative Patent Classification System CPC,Warnings in Definitions,,,,,905.01(a)(3); 
Copendency,,,,,,211.01(b); 
Copending U.S. application,,,,,,
Copending U.S. application,Common ownership,,,,,706.02(k); 706.02(l)(2); 717.02(a); 
Copending U.S. application,Design application,,,,,1504.20; 
Copending U.S. application,Different inventive entities,,,,,706.02(f)(2); 706.02(k); 706.02(l)(3); 717.02(a); 
Copending U.S. application,Duty of disclosure in,,,,,2001.06(b); 
Copending U.S. application,Terminal disclaimer practice,,,,,1490; 
Copied patent claim,,,,,Claim presented corresponding to claim of patent; ,
Copier copies,,,,,,714.07; 
Copies of prior art with reexamination request,,,,,,
Copies of prior art with reexamination request,,,,,,2218; 
Copies of published applications,,,,,,1128; 
"Copy of foreign application, certified",,,,,,215; 
Copy of printed patent in reexamination,,,,,,
Copy of printed patent in reexamination,,,,,,2219; 
Copying,,,,,,2232; 
Copying,,,,,,2632; 
Copyrights,,,,,,608.01(v); 
Copyrights,Relationship to design patents,,,,,1512; 
Correction of drawing,,,,,,608.02(p); 1302.05; 
Correction of drawing,Annotated sheets,,,,,608.02(v); 
Correction of drawing,Approval by examiner,,,,,608.02(x); 
Deferrable,,,,,,608.02(b); 608.02(p); 
Marked-up copy,,,,,,608.02(v); 
New matter,,,,,,608.04; 
Not approved,,,,,,608.02(x); 
Order for,,,,,,608.02(x); 
Replacement sheets,,,,,,1302.05; 1303.01; 
Correction of inventorship,,,,,,
Correction of inventorship,Application,,,,,601.01(d); 601.01(g); 602.01(c); 605.04(g); 
Correction of inventorship,Consent of assignee,,,,,602.01(c); 
Correction of inventorship,Continuing application,,,,,602.01(c); 
Correction of inventorship,During,,,,,2250.02; 
Correction of inventorship,During,,,,,2658; 2666.03; 
Correction of inventorship,In a patent,,,,,
Correction of inventorship,In a patent,By a certificate of correction,,,,602.01(c); 1402; 1481; 1481.02; 
Correction of inventorship,In a patent,By filing a reissue application,,,,1402; 1412.04; 1412.05; 
Correction of inventorship,Misjoinder,,,,,1412.04; 
Correction of name,,,,,,602.01(c); 602.08(b); 
Correction of patent,,,,,,1400; 
Correction of patent,By reexamination,,,,"Reexamination, Ex parte
                                 
                              ; Reexamination, Inter partes
                                 
                              ; ",
Correction of patent,By reissue,,,,Reissue application; ,1401; 1470; 
Correction of patent,By supplemental examination,,,,,2809.01; 
Correction of patent,Certificate of correction,,,,,1480; 1485; 
Correction of patent,Statutory disclaimer,,,,Disclaimer; Terminal disclaimer; ,1490; 
Correction of PG-Pub,,,,,,1130; 
Correction of reference citation,,,,,,707.05(g); 710.06; 
Correspondence,,,,,Mail stop; ,
Correspondence,Address of PTO,,,,,501; 502; 
Correspondence,Address in secrecy order applications,,,,,120; 
Correspondence,Address of patent owner,,,,,2622; 2805; 
Correspondence,"Address, official mailing",,,,,501; 
Correspondence,Address of an attorney,,,,,403; 403.01(a); 403.01(b); 
Correspondence,Boxes,,,,Mail stop; ,
Correspondence,Continuing application,,,,,201.06(c); 
Correspondence,Crossing in mail,,,,,714.05; 
Correspondence,Duplicate filings,,,,,402.10; 403; 502.04; 714.01(a); 
Correspondence,Electronic mail,,,,,502.03; 713; 713.01; 713.04; 
Correspondence,Facsimile transmission,,,,,502.01; 2510; 2515; 
Correspondence,Identifying with issue batch number no longer required,,,,,1303.01; 
Correspondence,Maintenance fee,,,,,2510; 2515; 2542; 
Correspondence,Plural attorneys,,,,,402.10; 403.02; 
Correspondence,Post Allowance,,,,,502; 1306; 
Correspondence,Published application,,,,,1134; 
Correspondence,Receipt and handling,,,,,500; 
Correspondence,"Reexamination,",,,,,2224; 
Correspondence,"Reexamination,",,,,,2624; 
Correspondence,Signature requirements,,,,,502.02; 
Correspondence,"Third party, application published",,,,,1134; 
Correspondence,With whom held,,,,,403; 
"Counter-terrorism inventions, special status",,,,,,708.02; 
Counting actions,,,,,,1705; 
Countries for foreign priority,,,,,,213.01; 
Country codes,,,,,,1851; 
Coupons,,,,,,; 
Court decision,,,,,,
Court decision,Citation of,,,,,707.06; 
Court decision,Dissemination of,,,,,1720; 
Court decision,Entry in patent file,,,,,2207; 
Court decision,Treatment of,,,,,1721; 
Court decision,Unpublished decisions,,,,,2677; 
Court of Appeals for the Federal Circuit CAFC,,,,,,711.02(b); 1002.02(k)(1); 1002.02(k)(3); 1214.06; 1216; 1216.01; 
Court of Appeals for the Federal Circuit CAFC,"Appeal to, from an",,,,,2279; 
Court of Appeals for the Federal Circuit CAFC,"Appeal to, in an",,,,,2682; 2683; 
Court ordered,,,,,,2686.04; 
"Court papers, service on Director",,,,,,1216; 
Cover sheet — provisional application,,,,,,201.04; 
CREATE Act,,,,,Joint Research Agreement; ,
Credit Card Payment Form PTO-2038 reproduced,,,,,,509; 
Criteria for deciding,,,,,,2242; 
Criteria for deciding,,,,,,2642; 
Cross appeal to the Patent Trial and Appeal Board in,,,,,,2674; 
Cross appeal to the Federal Circuit in,,,,,,2683; 
Cross-noting,,,,,,
Cross-noting,Data of parent application on file wrapper/history,,,,,202; 1302.09; 
Cross-noting,Data of provisional application in specification,,,,,1302.04; 
Cross-noting,Data of provisional application on file wrapper/history,,,,,202; 
Cross-noting,Data of related application in application data sheet,,,,,211.02; 1302.04; 
Cross-noting,Foreign application cited in an application oath,,,,,202; 214.03; 
Cross-noting,"Foreign application, file wrapper/history",,,,,202; 
Cross-noting,In original patent file of reissue application,,,,,202; 
Cross-noting,Reissue applications,,,,,1451; 1455; 1481.03; 
Cross-noting,Specific reference,,,,,202; 211; 
Cross-reference,,,,,,
Cross-reference,Another application,,,,Cross-noting; ,608.01(p); 1302.04; 
Cross-reference,At allowance,,,,,903.07; 1302.04; 
Cross-reference,Citing,,,,,707.05(e); 
Cross-reference,Noted during examination,,,,,903.07(a); 
Cross-reference,Required for all claimed disclosure,,,,,903.07(a); 
Crossed mailings,,,,,,714.05; 
Current Employee Restrictions,,,,,,1702; 
Customary meaning of claim term,,,,,,2111; 2111.01; 2173.01; 
Customer Numbers,,,,,,402; 403; 711.04(c); 1807; 2515; 2540; 
Customer Numbers,Change of address,,,,,601.03; 
Customer Numbers,Correspondence relating to,,,,,403; 
Customer Service Center,,,,,,104; 508.04; 714.13; 1730; 
Customer Service Window,,,,,,101; 103; 501; 502; 505; 710.02(e); 714.13; 2422.09; 
