Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
Amendment,After allowance,Entry in part,,,,714.16(e); 
Amendment,After allowance,Examiner’s action,,,,714.16; 714.16(d); 714.16(e); 
Amendment,After allowance,Excess claims,,,,714.16(c); 
Amendment,After allowance,Formal matters,,,,714.16; 714.16(d); 
Amendment,After allowance,Handling,,,,714.16(d); 
Amendment,After allowance,Mailed before allowance,,,,714.15; 
Amendment,After allowance,Motion under Rule 41.208c2 formerly under Rule 1.633c2,,,,714.16(b); 
Amendment,After allowance,Patentability pointed out,,,,714.16; 
Amendment,After allowance,Reason for adverse action,,,,714.16; 714.16(d); 
Amendment,After allowance,Renumbering claims,,,,714.16(e); 
Amendment,After allowance,Secrecy order application,,,,130; 1304.01; 
Amendment,After examiner’s answer,,,,,1210; 
Amendment,"After appeal, before examiner’s answer",,,,,714; 1206; 
Amendment,After Board decision,,,,,1002.02(d); 1214.01; 1214.06; 1214.07; 
Amendment,After death of attorney or agent,,,,,406; 
Amendment,After final rejection,,,,,706.07(f); 714.12; 714.13; 
Amendment,After final rejection,Examiner determines compliance with,,,,1.121; 714.18; 
Amendment,After final rejection,"Non-compliant amendment, treatment of",,,,714; 
Amendment,"After final rejection, entered in part",,,,,714.20; 
Amendment,Applicants must sign,,,,,714.01(a); 
Amendment,At allowance,,,,,714.15; 
Amendment,Attorney not of record,,,,,402; 405; 408; 714.01(c); 
Amendment,Basis in disclosure,,,,,608; 706.03(c); 2163.03; 2163.07; 
Amendment,Before first action,,,,,608.04(b); 714.01(e); 
Amendment,Board rejection avoided,,,,,1214.01; 
Amendment,By replacement paragraph or section,,,,,714; 
Amendment,By substitute specification,,,,,714; 
Amendment,Canceled matter restored,,,,,608.01(s); 714; 
Amendment,Canceling all claims,,,,,706.07(h); 711.01; 714.19; 
Amendment,Canceling appealed claims,,,,,1215.01; 1215.03; 
Amendment,"Claim added, terminology basis",,,,,608.01(o); 2163.03; 2163.07; 
Amendment,Claim numbering,,,,,608.01(j); 1302.01; 1302.04(g); 
Amendment,Claims,,,,,
Amendment,Claims,Added in excess of number of claims previously paid for,,,,607; 714.10; 714.16(c); 
Amendment,Claims,Clean version,,,,714; 714.13; 714.16; 
Amendment,Claims,Marked-up version,,,,714; 
Amendment,Claims,Status Identifiers,,,,714; 
Amendment,Complete reply required,,,,,714.02; 714.04; 
Amendment,Consolidating pending claims,,,,,714; 714.13; 714.16; 
Amendment,Copier copies,,,,,714.07; 
Amendment,Copying patent claim,,,,Claim presented corresponding to claim of patent; ,
Amendment,Crossing mailing of allowance,,,,,714.15; 
Amendment,D-10 notice preceding,,,,,130; 
Amendment,Date of receipt,,,,,505; 710.01(a); 714.18; 
Amendment,Date of receipt stamp,,,,,
Amendment,Date of receipt stamp,Office date,,,,505; 710.01(a); 714.18; 
Amendment,Declaration,,,,,602; 
Amendment,"Defective, directions for entry",,,,,714.20; 
Amendment,Discharged attorney or agent,,,,,714.19; 
Amendment,Disapproval of preliminary amendment,,,,,714.01(e); 1002.02(d); 
Amendment,Disapproval of second or subsequent reply,,,,,714.03(a); 
Amendment,Discourteous,,,,,714.19; 714.25; 1002.02(b); 
Amendment,Drawing,,,,,608.02(p); 1302.05; 1303.01; 
Amendment,Drawing,In reissue application,,,,1413; 1453; 
Amendment,"Drawing, disposition",,,,,608.02(x); 
Amendment,"Drawing, new matter",,,,,608.04(a); 714.19; 
Amendment,Easily erasable paper forbidden,,,,,714.07; 
Amendment,Entered in part,,,,,714.20; 
Amendment,"Entered in part, after allowance, 37 CFR 1.312",,,,,714.16(e); 
Amendment,Entry,,,,,714.18; 719.01(a); 
Amendment,Entry denied,,,,,714.17; 714.19; 714.21; 
Amendment,Entry denied,Appeal case,,,,1206; 1214.07; 
Amendment,Entry denied,Drawing correction,,,,608.02(x); 
Amendment,Entry denied,Drawing new matter,,,,608.04; 
Amendment,Entry denied,List,,,,714.19; 
Amendment,Entry denied,Paper number,,,,714.21; 
Amendment,Entry denied,Period for reply expired,,,,714.17; 
Amendment,Entry denied,Preliminary amendment,,,,714.01(e); 
Amendment,Entry denied,Second or subsequent supplemental reply,,,,714.03(a); 
Amendment,Entry denied,Substitute specification unnecessary,,,,714.19; 714.20; 
Amendment,Entry denied,Unduly interferes with preparation of Office action,,,,714.03(a); 
Amendment,Entry directions,,,,,714; 
Amendment,Entry directions,Defective,,,,714; 
Amendment,Entry inadvertent,,,,,714.21; 
Amendment,Entry in,,,,,2234; 
Amendment,Entry in,,,,,2670; 
Amendment,Examiner’s,,,,Examiner’s amendment; ,
Amendment,Excess claims added,,,,,714.10; 714.16(c); 
Amendment,Facsimile,,,,,502.01; 
Amendment,"Fees, additional",,,,,710.02(c); 
Amendment,File wrapper endorsement,,,,,714.21; 
Amendment,Filed with application,,,,,601.01(a); 
Amendment,"Formal matters, compliance with",,,,,714.02; 
Amendment,Fully responsive,,,,,714.02; 
Amendment,Heading,,,,,502; 
Amendment,Immediate inspection,,,,,714.05; 
Amendment,Improper signature,,,,,714.01(a); 714.01(c); 714.01(d); 
Amendment,Improper signature,Ratification,,,,714.01(a); 
Amendment,Inaccurate,,,,,707.07(h); 
Amendment,Incomplete reply,,,,,711.02(a); 711.03(a); 714.02; 714.04; 2266.01; 2666.30; 2671; 
Amendment,Incomplete reply,Time for completing,,,,710.02(c); 714.03; 2266.01; 2666.30; 
Amendment,Increasing claims in excess of number of claims previously paid for,,,,,714.10; 714.16(c); 
Amendment,"Ink, not permanent",,,,,714.07; 
Amendment,Inspection by examiner,,,,,714.05; 
Amendment,Inventorship,,,,Correction of inventorship; ,
Amendment,Jurisdiction of application not with examiner,,,,,714.16; 714.19; 1305; 
Amendment,Late,,,,,710.02(d); 711; 714.17; 
Amendment,Literature citation in specification,,,,,608.01(p); 
Amendment,Manner of making,,,,,714; 
Amendment,"Motion under 37 CFR 41.208c2, Application in issue",,,,,714.16(b); 
Amendment,New matter,,,,,608.04; 706.03(o); 2163.06; 
Amendment,"Non-compliant amendment, treatment of",,,,,714; 1302.04; 
Amendment,Nonentry,,,,Amendment: Entry denied; ,714.19; 
Amendment,Not entered,,,,,714.19; 714.21; 
Amendment,Not fully responsive,,,,,714.02; 714.04; 2266.01; 2666.30; 2671; 
Amendment,"Not fully responsive, time to perfect reply",,,,,710.02(c); 714.03; 2266.01; 2666.30; 
Amendment,"Oath, Original",,,,,602; 
Amendment,Objectionable remarks,,,,,714.19; 714.25; 
Amendment,Of claims,,,,,714; 
Amendment,Of specification,,,,,714; 
Amendment,Office date stamp,,,,,505; 710.01(a); 714.18; 
Amendment,Paper number,,,,,714.18; 
Amendment,Patentability pointed out,,,,,714.02; 714.04; 
Amendment,Period for reply ends Sunday or holiday,,,,,505; 513; 710.01(a); 710.05; 
Amendment,Permanent ink required,,,,,714.07; 
Amendment,Petition non-entry,,,,,1002.02(c); 
Amendment,Plant application,,,,,1610; 
Amendment,"Post Office address, Applicant",,,,,602.08(a); 
Amendment,Preliminary,,,,,506; 714.01(e); 
Amendment,Preliminary,Canceling all claims,,,,601.01(e); 711.01; 
Amendment,Preliminary,Denial of entry,,,,714.01(e); 
Amendment,Preliminary,Excess claims,,,,506; 714.10; 
Amendment,Preliminary,Filed with application,,,,714.01(e); 
Amendment,Preliminary,Manner of making,,,,714.01(e); 
Amendment,Preliminary,New matter added,,,,601.01(a); 608.04(b); 702.01; 
Amendment,Preliminary,"Non-compliant amendment, treatment of",,,,714; 
Amendment,Preliminary,PG-Pub application,,,,1121; 
Amendment,Preliminary,To lessen filing fee,,,,607; 
Amendment,Ratification,,,,,
Amendment,Ratification,Signature defective,,,,714.01(a); 
Amendment,Receipt,,,,,501; 505; 511; 512; 
Amendment,Received after allowance,,,,,714.15; 1303.01; 
Amendment,Reexamination,,,,,2250; 2666.01; 2672; 
Amendment,Reissue,,,,,714; 1453; 
Amendment,Requirements of,,,,,714.02; 
Amendment,Residence change,,,,,719; 
Amendment,Responsive,,,,,714.02; 714.04; 
Amendment,"Return, after entry in file wrapper",,,,,719.01; 
Amendment,Rule 1.312,,,,Amendment: After allowance; ,
Amendment,Second or subsequent supplemental reply,,,,,714.03(a); 
Amendment,Several filed on same day,,,,,714.18; 
Amendment,Signature improper,,,,,714.01(a); 714.01(c); 714.01(d); 
Amendment,Signature missing,,,,,714.01(a); 
Amendment,Signature required,,,,,714.01(a); 
Amendment,"Signed by applicant, not by attorney or agent of record",,,,,714.01(d); 
Amendment,Signed by attorney or agent not of record,,,,,402; 402.03; 714.01(c); 
Amendment,Statement of allowability by Board,,,,,1213.01; 
Amendment,Supervisory primary examiner,,,,,714.13; 714.16; 714.16(e); 
Amendment,Supplemental,,,,,714.03(a); 
Amendment,Support by claims present on the filing date,,,,,608.01(l); 
Amendment,Telephone number,,,,,714.01; 
Amendment,Unduly interferes with preparation of Office action,,,,,714.03(a); 
Amendment,Unsigned,,,,,714.01(a); 
Amendment,Unsigned,Ratification of,,,,710.02(c); 714.01(a); 
America Invents Act AIP,,,,,Statutes: Public Law 112-129; ,
American Inventors Protection Act AIPA,,,,,Statutes: Public Law 106-113; ,
American National Standards Institute ANSI,,,,,,608.02; 
Amino acid sequence,,,,,Biotechnology; Nucleotide sequences; ,
Analogous Art,,,,,,904.01(c); 1302.14; 1504.02; 1504.03; 2131.05; 2141.01(a); 2143; 
Analysis of claims,,,,,,904.01; 
"Answer, Examiner’s",,,,,Examiner’s answer; ,
Answer all matters traversed,,,,,,707.07(f); 
Antecedent lacking,,,,,Indefinite claim; ,706.03(d); 1302.01; 2173.03; 2173.05(e); 
Anticipation rejection,,,,,,706.02(a); 1504.02; 2131; 2132; 2133; 2136; 2152; 2154; 
Anticipation rejection,Affidavit to overcome a pre-AIA 35 U.S.C. 102a or e rejection,,,,,715; 2132.01; 2136.05; 
Anticipation rejection,Analogous art,,,,,1504.03; 2131.05; 
Anticipation rejection,Definition of,,,,,2131; 2152; 
Anticipation rejection,Exceptions to,,,,,2153; 2154.02; 
Anticipation rejection,Genus-species,,,,,2131.02; 
Anticipation rejection,Generic chemical formula,,,,,2131.02; 
Anticipation rejection,Grace Period,,,,,2133; 2153; 2153.01; 
Anticipation rejection,Meaning of,,,,,
Anticipation rejection,Meaning of,“By others”,,,,2132; 2154.02; 
Anticipation rejection,Meaning of,“In this country”,,,,2132; 
Anticipation rejection,Meaning of,“Known or used”,,,,2132; 2133.03(a); 
Anticipation rejection,Meaning of,“Patented in this or a foreign country”,,,,2132; 2152.02(a); 
Anticipation rejection,"Multiple references, when permitted",,,,,2131.01; 
Anticipation rejection,On sale,,,,On sale; ,
Anticipation rejection,Ranges claimed,,,,,2131.03; 
Anticipation rejection,Rejections based on publications and patents,,,,,2133.02; 2152.02(a); 2152.02(b); 
Anticipation rejection,,,,,,2132.01; 2152; 
Anticipation rejection,Public use,,,,Public use; ,
Anticipation rejection,"Secondary considerations, evidence of",,,,,2131.04; 
A.P.C. publications,,,,,Alien Property Custodian (A.P.C.) publications; ,
Apostille,,,,,Oath; Declaration; ,301; 409.01(b); 409.03(a); 409.03(d); 602.04; 
"Apparatus, Process or product and",,,,,,806.05(e); 806.05(g); 
Appeal,,,,,,1200; 
Appeal,Abandonment,,,,,1210; 
Appeal,Actions subsequent to examiner’s answer,,,,,1210; 
Appeal,Administrative handling,,,,,1203; 
Appeal,Affidavit after appeal,,,,,1206; 1208; 1211.03; 
Appeal,Amendment after examiner’s answer,,,,,1210; 1211.01; 
Appeal,Amendment before examiner’s answer,,,,,1206; 
Appeal,Amendment for purpose of,,,,,714.12; 714.13; 
Appeal,Amendment makes application allowable,,,,,1206; 
Appeal,"Answer, Examiner’s",,,,Examiner’s answer; ,
Appeal,Appealable issue,,,,,1201; 
Appeal,Brief,,,,,1206; 
Appeal,Brief,In,,,,2274; 
Appeal,Brief,In,,,,2675; 2675.01; 
Appeal,Brief,In reissue,,,,1454; 
Appeal,By patent owner,,,,,1204; 
Appeal,Cancellation of withdrawn claims,,,,,1214.05; 
Appeal,Civil litigation,,,,,1216.02; 
Appeal,"Claims copied from patent, time limit",,,,,710.02(c); 
Appeal,Claims included,,,,,1204; 1205; 1205.02; 
Appeal,Claims not appealed,,,,,711.02(b); 1215.01; 1215.02; 
Appeal,Claims not appealed,Partial,,,,1214.05; 1215.03; 
Appeal,Composition of the Board,,,,,1202; 
Appeal,Concurrently with interference,,,,,1210; 
Appeal,Concurrently with prosecution before examiner,,,,,1210; 
Appeal,Conference,,,,,1207.01; 1302.14; 
Appeal,Conference,In,,,,2676; 2677; 
Appeal,Correspondence address for litigation,,,,,501; 1216.01; 
Appeal,Court,,,,,1216; 
Appeal,"Court, Federal Circuit",,,,,1216.01; 
Appeal,"Court, Federal Circuit",Of an,,,,2682; 2683; 
Appeal,Decision by Board,,,,,1213; 
Appeal,Decision by Board,Of an,,,,2681; 2682; 
Appeal,Dismissal,,,,,1215.04; 
Appeal,Examiner reversed,,,,,1214.04; 
Appeal,Examiner sustained,,,,,1214.06; 
Appeal,Examiner’s answer,,,,,1207; 
Appeal,Failure to prosecute appeal,,,,,1215.04; 
Appeal,Fee,,,,Fee; ,1204; 1204.01; 1205; 1208.01; 
Appeal,Forwarding fee,,,,,1208.01; 
Appeal,From Board decision,,,,,1216; 1216.02; 
Appeal,,,,,,2674; 2680; 
Appeal,,Flowcharts,,,,2601.01; 
Appeal,Interview after appeal,,,,,1204.03; 
Appeal,Introduction,,,,,1201; 
Appeal,Jurisdiction,,,,,1205.03; 1210; 
Appeal,Matter subject to,,,,,; 706.01; 1201; 
Appeal,Multiplicity rejection,,,,,2173.05(h); 2173.05(n); 
Appeal,New ground of rejection by Board,,,,,1214.01; 
Appeal,New ground of rejection by examiner in examiner’s answer,,,,,1207.01; 1207.02; 1207.03; 1207.03(a); 1207.03(b); 1207.03(c); 1208; 
Appeal,New matter affecting claim,,,,,608.04(c); 
Appeal,Notice of,,,,,1204; 
Appeal,Oral hearing,,,,,1209; 
Appeal,Oral hearing,"Reexamination,",,,,2276; 
Appeal,Oral hearing,"Reexamination,",,,,2680; 
Appeal,Order for compliance,,,,,1205.03; 1210; 
Appeal,Patentability report case,,,,,705.01(a); 
Appeal,Pre-appeal brief conference pilot program,,,,,1204.02; 
Appeal,Primary examiner’s attention,,,,,1004; 
Appeal,Procedure after Board decision,,,,,1214; 1214.01; 1214.03; 1214.07; 
Appeal,Protestor participation,,,,,1901.07; 
Appeal,Publication of Board decision,,,,,1213.03; 
Appeal,Real party in interest,,,,,1205.02; 1207.02; 
Appeal,Record on appeal,,,,,1204.04; 
Appeal,Rehearing by Board,,,,,1214.01; 1214.03; 
Appeal,"Reexamination,",,,,,2273; 
Appeal,"Reexamination,",,,,,2674; 2680; 
Appeal,Remand by Board,,,,,1208; 1210; 1211; 1211.01; 1211.02; 1211.03; 1212; 1213; 1213.02; 1214.01; 1302.14; 2143.03; 2274; 2275; 2681; 2682; 
Appeal,Remand by Federal Circuit,,,,,1216.01; 
Appeal,Remanded application made special,,,,,708.01; 
Appeal,Reopening of prosecution,,,,,1207.05; 1208; 1214.07; 1211.01; 1213; 1213.02; 1214.01; 1214.04; 1214.07; 
Appeal,Reply brief to examiner’s answer,,,,,1208; 
Appeal,Requirement by board to address matter,,,,,1212; 
Appeal,Secrecy order application,,,,,130; 1304.01; 
Appeal,Statement of allowability by Board,,,,,1213.01; 
Appeal,Substitute appeal brief,,,,,1207.02; 
Appeal,Substitute examiner’s answer,,,,,1207.05; 1211; 1211.01; 
Appeal,Suspension pending civil action or federal circuit appeal in related case,,,,,1213; 
Appeal,Time for filing brief,,,,,1205.01; 
Appeal,Withdrawal of final rejection,,,,,1207; 
Appeal,"Withdrawal, partial",,,,,1214.05; 1215.03; 
Appealable matter not petitionable,,,,,,1002; 1201; 
"Appendix, computer program listing",,,,,,608.05; 1121; 
"Appendix, multiple claim sets",,,,,,1121; 
Applicant,,,,,"Inventor; 
                           Pro se applicant
                        ; ",605; 
Applicant,Abandonment notification,,,,,711.04(c); 
Applicant,Administrator or executor,,,,,409.01(b); 
Applicant,"Age, special status",,,,,708.02; 
Applicant,Citizenship,,,,,601; 601.05(b); 602.08(a); 602.08(b); 608.01; 
Applicant,"Common, at least one",,,,,211.01; 706.02(f)(2); 706.02(k); 706.02(l)(3); 
Applicant,Comments on statement of reasons for allowance,,,,,1302.14; 
Applicant,Discourtesy,,,,,714.19; 714.25; 
Applicant,"Health, special status",,,,,708.02; 
Applicant,Heir,,,,,409.01(a); 409.01(b); 
Applicant,International application,,,,,1806; 1820; 1821; 
Applicant,Joint,,,,,201.02; 2137.01; 2151; 
Applicant,Mailing address,,,,,601.01; 601.01(a); 601.03(a); 601.03(b); 601.05(a); 601.05(b); 602.01(b); 602.01(c)(1); 602.08(b); 603; 604; 
Applicant,Micro Entity Status,,,,,509.04; 
Applicant,Name change,,,,,602.01(c); 605.01; 
Applicant,Other than inventor,,,,,409.01(b); 409.03(b); 
Applicant,Post Office address,,,,,602.08(a); 
Applicant,Power to inspect,,,,,104; 106; 
Applicant,Reply,,,,Amendment; Reply; ,
Applicant,Requirements,,,,,2137.01; 2151; 
Applicant,Self-prosecuted application,,,,,707.07(j); 713.01; 
Applicant,Signature,,,,,602.08(b); 
Applicant,Small entity status,,,,,509.02; 
Applicant,Sole,,,,,201.02; 
Application,,,,,,
Application,Abandoned,,,,Abandoned application; ,
Application,Abstract of the disclosure,,,,,608.01(b); 
Application,Acceptance of 37 CFR 1.47,,,,,409.03(h); 409.03(j); 
Application,Acknowledgment,,,,,502.05; 503; 
Application,Address missing,,,,,403; 
Application,Allowable except as to form,,,,,706; 710.02(b); 
Application,Allowed,,,,,
Application,Allowed,Definition,,,,203.04; 
Application,Allowed,File wrapper data,,,,1302.09; 
Application,Allowed,Rejection,,,,706.05; 1308.01; 
Application,Amended definition,,,,,203.03; 
Application,Arrangement,,,,,601; 608.01(a); 
Application,Arrangement,Design application,,,,1503; 1503.01; 1503.02; 
Application,Assigned,,,,Assignee; Assignment; ,
Application,Assigned,Access,,,,106; 
Application,Assigned,Allowance,,,,
Application,Assigned,Allowance,Non-Applicant,,,307; 
Application,Assigned,Allowance,Applicant,,,308; 
Application,Assigned,Conflicting subject matter,,,,822; 2304.05; 
Application,Assigned,Inventor deceased,,,,409; 409.01(a); 409.01(b); 
Application,Assignment for examination,,,,,
Application,Assignment for examination,Office of Patent Application Processing,,,,504; 
Application,Assignment to examiner for examination,,,,,903.08(b); 
Application,Assignment to Technology Center for examination,,,,,504; 903.08; 903.08(e); 
Application,Background of the invention,,,,,608.01(c); 
Application,Best mode,,,,,608.01(h); 706.03(c); 
Application,Brief description of the drawings,,,,,608.01(f); 
Application,Brief summary of the invention,,,,,608.01(d); 
Application,British English spellings,,,,,608.01; 
Application,Certified copy,,,,,608.01; 
Application,Claim omitted,,,,,601.01(a); 601.01(e); 702; 
Application,Claim terminology,,,,,608.01(o); 
Application,Claims,,,,,608.01(i); 608.01(n); 706.03(k); 
Application,"Clarity and completeness, examiner’s action",,,,,707.07; 
Application,Classification in Technology Center,,,,,903.08(b); 
Application,Common ownership,,,,,324; 325; 706.02(f)(2); 706.02(k); 706.02(l); 706.02(l)(3); 709.01; 822; 
Application,Completeness,,,,,201.06(c); 506; 601.01; 608.01(p); 
Application,"Conflicting, same applicant",,,,,709.01; 804; 822; 
Application,Content,,,,,600; 
Application,Continuation,,,,Continuation; ,201.07; 
Application,Continuation-in-part,,,,Continuation-in-part; ,201.08; 
Application,Continuation-in-part,Design,,,,1504.20; 
Application,Continued prosecution CPA,,,,Continued prosecution application (CPA); ,
Application,Continued prosecution CPA,Design,,,,201.06(d); 1502.01; 
Application,Continuity between applications,,,,,211.01(b); 
Application,Control of access,,,,,101; 103; 106; 
Application,Copendency,,,,,211.01(b); 
Application,"Copending, Design",,,,,1504.20; 
Application,Correction of inventorship,,,,,602.01(c); 
Application,Cross-noting,,,,,
Application,Cross-noting,Data of parent application in file wrapper or PALM bib-data sheet or PALM database,,,,202; 1302.09; 
Application,Cross-noting,"Data of related application, updating",,,,211.02(a); 
Application,Cross-noting,"Foreign application, file wrapper/history notation",,,,202; 
Application,Cross-noting,"Foreign application, oath",,,,202; 214.03; 
Application,Description of the related art,,,,,608.01(c); 
Application,Design,,,,Design application; ,
Application,Detailed description,,,,,608.01(g); 
Application,Distribution,,,,,508; 
Application,Divisional,,,,Divisional application; ,201.06; 
Application,Divisional,Design,,,,1504.20; 
Application,Drawings,,,,,601.01(f); 608.02; 702; 
Application,Drawings,Missing figures,,,,601.01(g); 
Application,Effective filing date,,,,,706.02; 706.02(a); 2152.01; 
Application,Electronic submission of EFS-Web,,,,,502.05; 2422.03(a); 
Application,English language,,,,,608.01; 
Application,Examination,,,,,700; 
Application,Examples,,,,,707.07(l); 
Application,Facsimile transmission,,,,,608.01; 
Application,"Fee, filing",,,,Fee; ,607; 
Application,Field of the invention,,,,,608.01(c); 
Application,File wrapper continuing FWC,,,,,201.06(b); 
Application,Filing date,,,,,211.02; 503; 505; 511; 
Application,Filing date,EFS-Web,,,,502.05; 
Application,Filing receipt,,,,"Postcard, self-addressed; ",503; 
Application,Filing requirements,,,,,601.01(a); 702; 
Application,Five year pendency,,,,,707.02; 708.01; 
Application,Font,,,,,608.01; 
Application,Foreign,,,,Foreign application; ,210; 217; 
Application,Form,,,,,600; 
Application,Government-owned,,,,,
Application,Government-owned,Special,,,,708.01; 
Application,Incomplete,,,,,203.06; 506; 601.01(d); 601.01(e); 601.01(f); 601.01(g); 
Application,Incomplete,Definition,,,,203.06; 506; 
Application,Informal,,,,,506; 702.01; 
Application,Informal,Definition,,,,506; 
Application,Informal,Special,,,,708.01; 
Application,Inspection,,,,,103; 
Application,International,,,,International application; ,
Application,International Convention 35 U.S.C. 119,,,,,213; 
Application,Invalid oath,,,,,602.03; 
Application,Issue fee not paid abandoned,,,,,711.03(c); 
Application,Issue simultaneously with another application,,,,,1306.02; 
Application,Jurisdiction,,,,,1305; 
Application,Mode of operation,,,,,608.01(h); 
Application,National application,,,,,201; 
Application,National stage application,,,,,201; 
Application,"New, definition",,,,,203.01; 
Application,Nonprovisional,,,,,506; 601; 601.01; 601.01(a); 601.01(c); 
Application,Number,,,,,502; 503; 506; 
Application,Number,Status of application using,,,,101; 102; 
Application,Omitted items,,,,,217; 601.01(d); 601.01(f); 601.01(g); 
Application,Ordered examination,,,,,708; 708.01; 
Application,Overlapping,,,,,
Application,Overlapping,Common ownership,,,,706.02(f)(2); 706.02(k); 706.02(l); 706.02(l)(3); 709.01; 715.01(b); 804.03; 822; 
Application,Overlapping,Same applicant,,,,709.01; 804; 822; 
Application,Overlapping,Subject to joint research agreement,,,,706.02(l)(1); 706.02(l)(3); 804; 804.02; 804.03; 2136.01; 2141.01; 2146; 2156; 
Application,Pages missing,,,,,601.01(d); 
Application,Parent,,,,,904; 
Application,Parts,,,,,600; 
Application,Pending five years,,,,,707.02; 
Application,Plant,,,,Plant patent; ,1600; 
Application,Prior art,,,,,2121; 2129; 2152; 2154; 2158; 
Application,Prior art effect of international publication,,,,,706.02(a)(1); 706.02(a)(2); 2136; 2136.03; 2154.01(a); 
Application,Priority,,,,,
Application,Priority,Foreign application,,,,213; 214; 214.01; 706.02; 706.02(b)(1); 706.02(b)(2); 1402; 1504.02; 1504.10; 
Application,Protest,,,,,1901; 
Application,Provisional,,,,Provisional application; ,201.04; 601; 601.01; 601.01(b); 601.01(c); 602; 702; 706.02; 
Application,Public inspection,,,,,103; 
Application,Publication,,,,Pre-Grant Publication (PG-Pub); ,
Application,Publication of abstract,,,,,711.06; 711.06(a); 
Application,Receipt and handling,,,,,500; 
Application,Reconstruction,,,,,508.04; 
Application,Recording and tracking in Technology Center,,,,,1704; 
Application,Reference Filing,,,,,601.01(a); 
Application,Reissue,,,,Reissue application; ,1401; 1470; 
Application,Rejected definition,,,,,203.02; 
Application,Relating to atomic energy,,,,,115; 150; 151; 
Application,Review,,,,,506; 
Application,Right to inspect,,,,,103; 
Application,"Right of priority, foreign application",,,,,213; 
Application,Rule 1.60,,,,,201.06(a); 
Application,Rule 1.62,,,,,201.06(b); 
Application,Secrecy order,,,,,120; 121; 130; 
Application,Serial number,,,,,502; 503; 
Application,Size fee,,,,,502.05; 506; 509; 607; 1415; 1893.01(c); 
Application,Size fee,calculations for EFS-Web submissions,,,,502.05; 2422.03(a); 
Application,Special,,,,Special application; ,707.02; 708; 708.03; 
Application,Special,List,,,,708.01; 
Application,Special,Priority in patent printing,,,,1308; 
Application,Status,,,,,102; 203; 1730; 
Application,Status,Inquiries,,,,203.08; 
Application,Substitute,,,,,
Application,Substitute,Does not carry ownership from parent,,,,306; 
Application,Substitute,File wrapper/history notation,,,,202; 
Application,Table submitted on compact disc or via EFS-Web as ASCII text file,,,,,608.05(b); 2422.03; 2422.03(a); 
Application,"Terminology, Claim",,,,,608.01(o); 
Application,Title of invention,,,,,606; 
Application,"Title of invention, change",,,,,606.01; 1302.01; 1302.04; 
Application,Transfer procedure,,,,,903.08(d); 
Application,Types,,,,Patent; ,201; 
Application,Utility,,,,Patent; ,201; 
Application Data Sheet ADS,,,,,,211.02; 601; 601.01(a); 601.01(b); 601.03(a); 601.03(b); 601.05; 602.01; 605.01; 606; 608.01; 608.01(a); 706.02(b)(1); 706.02(b)(2); 1130; 1417; 1451; 1481.03; 1490; 2214; 2266; 2666; 
Application Data Sheet ADS,Supplemental ADS,,,,,601.05; 
Application Division,,,,,,
Application publication,,,,,,901.03; 
Application publication,Citation of,,,,,707.05(e); 
Application publication,"Disqualifying as prior art, commonly owned",,,,,717.02; 717.02(c); 718; 2146; 2154.02(c); 2156; 
Application publication,Prior art effect,,,,,706.02(a); 901.03; 2136; 2136.03; 2152.02(b); 2154.01; 
Arbitration awards notice,,,,,,311; 
Argument for allowability lacking in amendment,,,,,,714.04; 
Arrangement of application,,,,,,601; 608.01(a); 
Arrangement of art in Technology Centers,,,,,,901.07; 
Art unit number on papers,,,,,,502; 
Artifacts in IFW application,,,,,,608.02; 
Asexual plants,,,,,Plant patent; ,1600; 
Assigned application,,,,,,
Assigned application,Allowance,,,,,
Assigned application,Allowance,Non-Applicant,,,,307; 
Assigned application,Allowance,Applicant,,,,308; 
Assigned application,Conflicting subject matter,,,,,706.03(k); 822; 
Assigned application,Inventor deceased,,,,,409.01(b); 
Assigned application,Nonprovisional application claiming benefit of provisional application,,,,,306.01; 
Assigned application,Provisional application,,,,,302.03; 
Assigned application,Title report,,,,,320; 
Assignee,,,,,Assigned application; Assignment; ,
Assignee,Access to an application,,,,,104; 106; 301.01; 
Assignee,Address,,,,,302.05; 
Assignee,Affidavits under 37 CFR 1.130,,,,,717.01; 717.01(f); 2155; 
Assignee,Affidavits under 37 CFR 1.131,,,,,715.04; 
Assignee,Can appoint new power of attorney,,,,,402.07; 
Assignee,Certificate of correction,,,,,307; 1480; 1485; 
Assignee,"Change of inventorship, consent",,,,,602.01(c); 1412.04; 1412.05; 
Assignee,Common,,,,,706.02(f)(2); 706.02(k); 706.02(l); 706.02(l)(3); 709.01; 822; 
Assignee,Consent in reissue,,,,,1410.01; 1410.02; 1412.04; 1412.05; 1443; 1451; 
Assignee,"Double patenting, same assignee",,,,,706.02(k); 804; 822; 
Assignee,Duty of disclosure,,,,,2001.01; 
Assignee,"Employees, property interest in patent",,,,,309; 1702; 
Assignee,"Entire interest, control",,,,,106; 301; 324; 325; 402; 402.02; 402.05; 402.07; 
Assignee,Establishing right to take action in applications,,,,,324; 325; 
Assignee,Foreign,,,,,302.04; 
Assignee,"Interfering applications, same assignee",,,,,709.01; 
Assignee,Intervention,,,,,106; 324; 325; 409.01(a); 409.01(b); 
Assignee,Micro entity status,,,,,509.04; 
Assignee,Multiple Assignees,,,,,324; 325; 
