Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
Statutes,35 U.S.C. 365 Reproduced,,,,,213.06; 
Statutes,35 U.S.C. 371 Reproduced,,,,,1893.01; 
Statutes,35 U.S.C. 373 Reproduced,,,,,1810; 
Statutes,35 U.S.C. 374 Reproduced,,,,,1857; 
Statutes,35 U.S.C. 381 reproduced,,,,,2908; 
Statutes,"35 U.S.C. 382, reproduced",,,,,2905.01; 
Statutes,35 U.S.C 383 Reproduced,,,,,2909; 
Statutes,"35 U.S.C. 384, reproduced",,,,,2908; 2914; 
Statutes,35 U.S.C. 386 Reproduced,,,,,2920.05(d); 2920.05(e); 
Statutes,35 U.S.C. 387 Reproduced,,,,,2913; 
Statutes,35 U.S.C. 389 Reproduced,,,,,2920; 2920.05; 2950; 
Statutes,42 U.S.C. 141 Cited,,,,,120; 
Statutes,42 U.S.C. 181 Cited,,,,,120; 
Statutes,42 U.S.C. 2182 Reproduced,,,,,150; 
Statutes,51 U.S.C. 20135 Reproduced,,,,,150; 
Statutory authority of Director,,,,,,1001; 
Statutory bar,,,,,,706.02(a); 2133; 2133.03(e)(7); 2152; 
Statutory bar,Foreign application,,,,,1504.02; 
Statutory bar,Overcoming,,,,,706.02(b); 
Statutory bar,Rule 1.131 not available,,,,,715; 718; 
"Statutory classes of invention, utility",,,,,,706.03(a); 
Statutory disclaimer,,,,,Disclaimer; Terminal disclaimer; ,
Statutory Invention Registration SIR,,,,,,409.03(j); 1100; 
Statutory Invention Registration SIR,Defensive publication compared,,,,,711.06; 
Statutory Invention Registration SIR,Effect of,,,,,1111; 
Statutory Invention Registration SIR,Publication of,,,,,1111; 
Statutory Invention Registration SIR,Rejections using,,,,,901.02; 2136; 
Statutory period,,,,,Period for reply: Shortened statutory period; ,710.01; 710.01(a); 
Statutory period,Abandonment for failure to reply,,,,,711.02; 711.02(a); 
Statutory period,Appeal,,,,,1205; 
Statutory period,Broadening claims in a reissue application,,,,,1412.03; 
Statutory period,Computed,,,,,710.01(a); 
Statutory period,Date from which period runs,,,,,710.06; 
Statutory period,Date of abandonment,,,,,711.04(a); 
Statutory period,Full statutory period,,,,,130; 
Statutory period,Not extendible,,,,,710.02(e); 
Statutory period,Postal service emergency,,,,,511; 
Statutory period,Property rights statement,,,,,150; 
Statutory period,"Reexamination,",,,,,2265; 2272; 
Statutory period,"Reexamination,",,,,,2662; 2665; 
Statutory period,Secrecy order application,,,,,130; 
Statutory period,Shortened statutory period,,,,Shortened statutory period; ,
Statutory period,Two periods for reply set,,,,,710.04; 710.04(a); 
Stay of reexamination,,,,,,
Stay of reexamination,,,,,,2283; 2284; 2285; 2286; 2286.01; 
Stay of reexamination,,,,,,2686.03; 2686.04; 
Stay of reissue,,,,,,1442.02; 2285; 
"Stockholm Revision, Paris Convention",,,,,Treaties; ,213; 213.01; 213.05; 
Strasbourg Agreement,,,,,Treaties; ,906; 
STIC,,,,,Scientific and Technical Information Center (STIC); ,1730; 
Subcombination,,,,,,
Subcombination,Aggregation and,,,,,806.05(a); 
Subcombination,Combination and,,,,,802.01; 
Subcombination,Species,,,,,806.04(b); 
Subgeneric Markush claims,,,,,,803.02; 2173.05(h); 
"Subject matter, design patent",,,,,,1502; 1504.01; 
"Subject matter, nonstatutory",,,,,,706.03(a); 
Subject matter combinations,,,,,,903.02(b); 
Submission of amendment or showing of facts after Board decision,,,,,,1214.01; 
"Submission of patents or publications, third party",,,,,,1134.01; 
Submission to classification unit,,,,,,
Submission to classification unit,Classification of application,,,,,903.08(d); 903.08(e); 
Submission to classification unit,Patentability report,,,,,705.01(a); 
Submission of prior art by applicant,,,,,,707.05(b); 
Submission of information by applicant,,,,,,704.12(b); 704.14(b); 707.05(b); 
"Subpoena by court, Application file",,,,,,1216.02; 
Subpoena of examiner,,,,,,1701.01; 
Substantial new question of patentability,,,,,,
Substantial new question of patentability,In,,,,,2201; 2214; 2216; 2240; 2242; 2244; 2246; 2247; 2258; 2258.01; 2809.01; 2816; 
Substantial new question of patentability,In,,,,,2640; 2642; 
Substitute application,,,,,Application; ,
Substitute application,Assignment,,,,,306; 
Substitute application,Does not carry ownership from parent,,,,,306; 
Substitute application,File wrapper/history notation,,,,,202; 
Substitute attorney or agent,,,,,,406; 
Substitute oath,,,,,,602.02; 
Substitute page,,,,,,714.20; 
Substitute specification,,,,,,608.01; 608.01(q); 714.19; 714.20; 
Substitute specification,Amendment incorporating,,,,,714; 714.19; 714.20; 
Substitute specification,New matter,,,,,608.01(q); 
Sufficiency of disclosure affidavit,,,,,,716; 716.09; 
‘Sufficient cause’ for extension of time in,,,,,,2265; 
‘Sufficient cause’ for extension of time in,,,,,,2665; 
"Suggested claims, Failure to make",,,,,,706.03(u); 
Suggestion of allowable claims by examiner,,,,,,707.07(j); 713.01; 
Suggestion of claims for interference,,,,,,2304.03; 2304.04(b); 
"Suggestion of claims for interference, time limit",,,,,,710.02(c); 
Summary of action PTOL-326,,,,,,707; 
Summary of interview,,,,,,713.01; 713.04; 
Summary of invention,,,,,,608.01(d); 
"Sunday or holiday, effect on time for reply",,,,,,502; 502.01; 502.05; 505; 506.02; 510; 513; 710.05; 
"Sunday or holiday, effect on reference",,,,,,706.02(a)(2); 
Supervisory applications examiner,,,,,,714.13; 
Supervisory patent examiner,,,,,,705.01; 707; 707.02; 708.03; 713.08; 714.05; 714.13; 714.16; 714.16(d); 714.16(e); 812.01; 903.08(b); 1207; 1207.01; 1207.02; 1207.03; 1211.01; 1214.07; 
Supervisory patent examiner,Petitions decided by,,,,,1002.02(d); 
Supervisory patent reexamination specialist,,,,,,2212.01; 2227; 2233; 2236; 2237; 2240; 2246; 2248; 2265; 2267; 2270; 2274; 2281; 2283; 2285; 2286; 2286.01; 2287; 2289; 2294; 2295; 2636; 2640; 2646; 2648; 2664; 2665; 2667; 2670; 2671; 2671.02; 2673.02; 2676; 2677; 2682; 2686.01; 2686.03; 2686.04; 2686.05; 2687; 2687.01; 2689; 
"Supervisory review, Rule 1 181",,,,,,711.03(d); 
Supplemental action,,,,,,710.06; 714.05; 
Supplemental Amendment,,,,,,714.03(a); 
Supplemental Application Data Sheet ADS,,,,,,601.05; 
Supplemental Examination,,,,,,2800; 
Supplemental Examination,Assignment of,,,,,2822; 
Supplemental Examination,Consideration of request,,,,,2816.01; 2816.02; 
Supplemental Examination,Contents of determination,,,,,2816.03; 
Supplemental Examination,Contents of request,,,,,2811; 2811.02; 
Supplemental Examination,Correspondence address,,,,,502; 502.05; 2805; 
Supplemental Examination,,,,,,2816.04; 
Supplemental Examination,Duty of Disclosure,,,,,2014; 
Supplemental Examination,Fees,,,,,509.01; 2810; 2810.01; 
Supplemental Examination,Filing date,,,,,2812.01; 
Supplemental Examination,Format of papers,,,,,2807; 
Supplemental Examination,Handling of papers other than a request,,,,,2813; 
Supplemental Examination,How to file,,,,,2806; 
Supplemental Examination,Inquiries from persons other than patent owner,,,,,2803.01; 2813; 
Supplemental Examination,Item of information relied upon in the request,,,,,2809; 
Supplemental Examination,Merger,,,,,2821; 
Supplemental Examination,Multiple,,,,,2821; 
Supplemental Examination,Procedures after conclusion,,,,,2818; 
Supplemental Examination,Public access to,,,,,2803.02; 
Supplemental Examination,Representative of patent owner,,,,,2804; 2804.01; 
Supplemental Examination,Time for filing,,,,,2808; 
Supplemental Examination,Who may file,,,,,2803; 
Supplemental Examination Certificate,,,,,,2802; 2817; 2817.01; 2818.02; 
Substitute examiner’s answer,,,,,,1207.05; 1211; 1211.01; 
Supplemental oath or declaration,,,,,,603; 
Supplemental oath or declaration,After allowance,,,,,603.01; 714.16; 
Supplemental oath or declaration,Reissue,,,,,1414.03; 1451; 
Surface ornamentation,,,,,,1502; 1502.01; 1503.02; 1504.01; 1504.01(a); 1504.01(c); 1504.03; 
Surrender of patent not required,,,,,,1416; 
Suspension,,,,,,
Suspension,Applicant’s request for,,,,,709; 
Suspension,Decided by,,,,,709; 1002.02(c); 1003; 1004; 
Suspension,Deferral of examination,,,,,709; 
Suspension,,,,,,2307.03; 
Suspension,Not permitted if outstanding Office action,,,,,709; 
Suspension,"Of action, because of litigation",,,,,1213; 
Suspension,"Of action, by Office",,,,,709; 
Suspension,Overlapping application,,,,,709.01; 
Suspension,Reexamination,,,,,
Suspension,Reexamination,,,,,2283; 2284; 2285; 
Suspension,Reexamination,,,,,2640; 2686.01; 
Suspension,"Request for, in CPA",,,,,709; 
Suspension,"Request for, in RCE",,,,,709; 
Suspension,Rules,,,,,1002; 
Suspension,Secrecy order application,,,,,2306; 
Suspension,Supplemental Reply,,,,,709; 
Swearing back of reference,,,,,Affidavit or prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection(37 CFR 1.131); ,
"Symbols, Drawing",,,,,,608.02; 
