Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
"Reexamination,",Processing,,,,,2670; 
"Reexamination,",Processing,After a decision by the Board,,,,2682; 
"Reexamination,",Processing,Amendment,,,,2666.01; 2670; 2687; 
"Reexamination,",Processing,Clerical,,,,2670; 
"Reexamination,",Processing,Examiner’s Answer,,,,2677; 
"Reexamination,",Processing,Inappropriate papers,,,,2667; 
"Reexamination,",Processing,Merger of multiple reexamination requests,,,,2686.01; 
"Reexamination,",Processing,Merger of reissue and,,,,2686.03; 
"Reexamination,",Processing,Terminated,,,,2694; 
"Reexamination,",Proof of service,,,,"Reexamination, Inter partes: Service of papers; ",
"Reexamination,",Public access,,,,,103; 2609; 2632; 
"Reexamination,",Publication,,,,,2687; 
"Reexamination,",Publication of Board decision,,,,,2681; 
"Reexamination,",RAN,,,,"Reexamination, Inter partes: Right of Appeal Notice (RAN); ",
"Reexamination,",Real party in interest identification,,,,,2677; 
"Reexamination,",Reasons for Patentability and/or Confirmation,,,,,2687; 
"Reexamination,",Rebuttal Brief,,,,,2678; 2679; 
"Reexamination,",Rebuttal Brief,Refused entry,,,,2679; 
"Reexamination,",Records,,,,,2635; 
"Reexamination,",Reissue copending,,,,,1449.01; 2643; 2686; 2686.03; 
"Reexamination,",Reissue previously issued,,,,,2640; 2686; 
"Reexamination,",Remand by the Board of Appeals,,,,,2681; 2682; 
"Reexamination,",Reopening prosecution after an Action Closing Prosecution ACP,,,,,2673; 2673.01; 
"Reexamination,",Reopening prosecution after a Board decision,,,,,2682; 
"Reexamination,",Representative of requestor,,,,,2613; 
"Reexamination,",Request for extension of time,,,,,2665; 
"Reexamination,",Request for reconsideration by patent owner,,,,,2666; 
"Reexamination,",Request for,,,,,
"Reexamination,",Request for,Claims considered,,,,2643; 
"Reexamination,",Request for,Denied,,,,2640; 2647; 
"Reexamination,",Request for,Facsimile transmission not permitted,,,,502.01; 2624; 
"Reexamination,",Request for,Filed after reissue issued,,,,2658; 
"Reexamination,",Request for,Filed while interference pending,,,,2686.02; 
"Reexamination,",Request for,Filing address,,,,2624; 
"Reexamination,",Request for,Granted,,,,2640; 
"Reexamination,",Request for,Second or subsequent filed,,,,2640; 2686.01; 
"Reexamination,",Request for Rehearing by the Board,,,,,2682; 2683; 
"Reexamination,",,,,,,2259; 2659; 
"Reexamination,",Respondent Brief,,,,,2675.01; 
"Reexamination,",Respondent Brief,Defective,,,,2675.01; 2675.02; 
"Reexamination,",Respondent defined,,,,,2674; 
"Reexamination,",Response by patent owner,,,,,2666; 
"Reexamination,",Response by patent owner,After Action Closing Prosecution,,,,2671; 2672; 
"Reexamination,",Response by patent owner,Defective,,,,2666.30; 2666.40; 2667; 
"Reexamination,",Response by patent owner,Improper comments,,,,2667; 
"Reexamination,",Response by patent owner,Late,,,"Reexamination, Inter partes: Time periods for response; ",2667; 2668; 
"Reexamination,",Response by patent owner,No proof of service,,,,2667; 
"Reexamination,",Response by patent owner,No response filed,,,,2666.10; 2671; 2671.01; 2671.02; 
"Reexamination,",Response by patent owner,Not fully responsive,,,,2666.30; 2671; 
"Reexamination,",Response by patent owner,Person not of record,,,,2666.50; 
"Reexamination,",Response by patent owner,Premature,,,,2625; 2667; 
"Reexamination,",Response by patent owner,To Notice of Defective Paper,,,,2666.40; 2666.60; 
"Reexamination,",Response by patent owner,To Office action,,,,2666; 2666.30; 
"Reexamination,",Response by patent owner,Too long,,,,2667; 
"Reexamination,",Response by patent owner,Unsigned,,,,2666.50; 2667; 
"Reexamination,",Response by third party,,,,,
"Reexamination,",Response by third party,After Action Closing Prosecution,,,,2671; 2672; 
"Reexamination,",Response by third party,After patent owner corrects defect,,,,2666.40; 
"Reexamination,",Response by third party,Comments regarding response by patent owner,,,,2666.05; 2666.20; 2666.30; 
"Reexamination,",Response by third party,Defective,,,,2666.50; 2667; 
"Reexamination,",Response by third party,Improper comments,,,,2666.05; 2667; 2671; 
"Reexamination,",Response by third party,Late,,,"Reexamination, Inter partes: Time periods for response; ",2667; 2668; 
"Reexamination,",Response by third party,No proof of service,,,,2667; 
"Reexamination,",Response by third party,No response filed,,,,2666.20; 2671; 
"Reexamination,",Response by third party,Other than third party requester,,,,2667; 
"Reexamination,",Response by third party,Period for response,,,,2666.05; 2666.20; 
"Reexamination,",Response by third party,Person not of record,,,,2666.50; 
"Reexamination,",Response by third party,Premature comments,,,,2625; 2667; 
"Reexamination,",Response by third party,Premature appeal,,,,2667; 
"Reexamination,",Response by third party,Prior art submission with,,,,2666.05; 2667; 
"Reexamination,",Response by third party,Too long,,,,2667; 
"Reexamination,",Response by third party,Unsigned,,,,2666.50; 2667; 
"Reexamination,",Review,,,,,2689; 
"Reexamination,",Right of Appeal Notice RAN,,,,,2666.05; 2666.10; 2667; 2671; 2674; 2677; 
"Reexamination,",Right of Appeal Notice RAN,Content,,,,2673.02; 
"Reexamination,",Scanning,,,,,2632; 
"Reexamination,",Scope of examination,,,,,2658; 2671.01; 2671.02; 
"Reexamination,",Service of papers,,,,,2666.06; 
"Reexamination,",Service of papers,Certificate of,,,,2666.06; 
"Reexamination,",Service of papers,Proof of service,,,,2666.06; 2666.50; 2667; 
"Reexamination,",Service of papers,To patent owner,,,,2654; 2666.05; 
"Reexamination,",Service of papers,To third party requestor,,,,2654; 2666; 2666.05; 
"Reexamination,",Special Status,,,,,2661; 
"Reexamination,",Stayed pending litigation outcome,,,,,2686.04; 
"Reexamination,",Stayed pending reissue outcome,,,,,2686.03; 
"Reexamination,",Submissions prior to the first Office action,,,,,2625; 
"Reexamination,",Substantial new question of patentability,,,,,2640; 2642; 2647; 2648; 2658; 2686.01; 2686.04; 
"Reexamination,",‘Sufficient cause’ for extension of time,,,,,2665; 
"Reexamination,",Suspension of requests for,,,,,2640; 2686.01; 
"Reexamination,",Terminated,,,,,2694; 
"Reexamination,",Third party requestor,,,,"Reexamination, Inter partes: Response by third party; ",
"Reexamination,",Time periods after appeal for filing:,,,,,
"Reexamination,",Time periods after appeal for filing:,Amendment after Board decision containing a new ground for rejection,,,,2682; 
"Reexamination,",Time periods after appeal for filing:,Notice of Appeal in the Federal Circuit,,,,2682; 
"Reexamination,",Time periods after appeal for filing:,Notice of Cross Appeal in the Federal Circuit,,,,2683; 
"Reexamination,",Time periods after appeal for filing:,Request for Rehearing,,,,2682; 
"Reexamination,",Time periods during appeal for filing:,,,,,
"Reexamination,",Time periods during appeal for filing:,"Appeal i.e., Appellant Brief",,,,2675; 
"Reexamination,",Time periods during appeal for filing:,Corrected/Supplemental Appellant Brief,,,,2675; 2675.02; 
"Reexamination,",Time periods during appeal for filing:,Corrected/Supplemental Respondent Brief,,,,2675.01; 2675.02; 
"Reexamination,",Time periods during appeal for filing:,Corrected/Supplemental Rebuttal Brief,,,,2679; 
"Reexamination,",Time periods during appeal for filing:,Notice of Appeal,,,,2674; 
"Reexamination,",Time periods during appeal for filing:,Notice of Cross Appeal,,,,2674; 2674.01; 
"Reexamination,",Time periods during appeal for filing:,Rebuttal Brief,,,,2678; 
"Reexamination,",Time periods during appeal for filing:,Request for Oral Hearing,,,,2680; 
"Reexamination,",Time periods during appeal for filing:,Respondent Brief,,,,2675.01; 
"Reexamination,",Time periods for response,,,,,2662; 
"Reexamination,",Time periods for response,After Action Closing Prosecution,,,,2672; 
"Reexamination,",Time periods for response,After defective submission,,,,2666.30; 2666.50; 2666.60; 
"Reexamination,",Time periods for response,After Office action,,,,2662; 2665; 2667; 
"Reexamination,",Time periods for response,To make claims the same in each concurrent reexamination,,,,2686.01; 
"Reexamination,",Time reporting by Office personnel,,,,,2638; 
"Reexamination,",Time reporting by Office personnel,For a Panel Review,,,,2671.03; 
"Reexamination,",Title,,,,,2660.02; 
"Reexamination,",Unpublished legal opinions,,,,,2677; 
Reference,,,,,Prior art; ,
Reference,A.I. Series patent,,,,,901.04; 
Reference,A.P.C. publication,,,,,901.06(c); 
Reference,Abandoned application,,,,,901.02; 2127; 2134; 
Reference,Abbreviatures,,,,,901.06(d); 
Reference,Abstracts,,,,,706.02; 901.06(d); 
Reference,Additional,,,,,707.05(d); 
Reference,Admissions,,,,,2129; 
Reference,Analogous art,,,,,904.01(c); 2141.01(a); 2143.01; 2145; 
Reference,Antedating,,,,Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection (37 CFR 1.131); ,
Reference,"Applications, domestic and foreign",,,,,2127; 
Reference,Applying reference under AIA 35 U.S.C. 102a and b,,,,,2152; 
Reference,Applying reference under pre-AIA 35 U.S.C. 102e,,,,,706.02(f)(1); 
Reference,Arrangement in Examiner’s Search files,,,,,901.07; 
Reference,As evidence of inherency,,,,,2131.01; 
Reference,"As evidence in multiple reference, pre-AIA 35 U.S.C. 102 rejection",,,,,2131.01; 
Reference,Assigned application as,,,,,804.03; 
Reference,Availability,,,,,2128; 
Reference,Between applicant’s priority date and U.S. filing date,,,,,216; 706.02(b); 
Reference,Citation,,,,,707.05; 707.05(g); 901.04; 901.05(a); 
Reference,Citation,After allowance,,,,1302.12; 1308.01; 
Reference,Citation,After appeal,,,,1207.02; 1207.03; 1207.04; 
Reference,Citation,By applicant,,,,707.05(b); 707.05(c); 1302.12; 
Reference,Citation,Correction,,,,707.05(g); 
Reference,Citation,Correction,Period for reply,,,710.06; 
Reference,Claims foreign date,,,,,715.01; 
Reference,Combination of references,,,,,706.02(j); 707.07(f); 
Reference,Copending,,,,,706.02(f)(2); 706.02(k); 706.02(l); 706.02(l)(3); 709.01; 
Reference,Copies,,,,,707.05(a); 
Reference,"Cross, how cited",,,,,707.05(e); 
Reference,Cross reference addition,,,,,
Reference,"Date, determination of",,,,,2124; 2126; 2128; 2128.02; 2152; 2154.01(b); 
Reference,"Date, exception to the rule",,,,,2124; 
Reference,Defensive publications,,,,,901.06(d); 
Reference,Design application,,,,,707.05(a); 
Reference,"Disclosure, broad",,,,,2123; 
Reference,Disqualification under pre-AIA 35 U.S.C. 103c,,,,,706.02(l)(1); 706.02(l)(3); 
Reference,Drawings as prior art,,,,,2125; 
Reference,Effects of international application publication,,,,,1857; 
Reference,Effective date,,,,,
Reference,Effective date,Patent,,,,706.02; 706.02(a); 707.05(e); 715; 2152; 2154.01(b); 
Reference,Effective date,Publication,,,,706.02(a); 715.01(c); 2128.02; 2152; 
Reference,Electronic publications,,,,,707.05(e); 904.02(c); 2128; 
Reference,Enabled disclosure,,,,,2131.01; 
Reference,"Enabling, plant genetics",,,,,2121.03; 
Reference,"Enabling, compounds and compositions",,,,,2121.02; 
Reference,"Enabling, apparatus and articles",,,,,2121.04; 
Reference,Equivalents,,,,,904.01(b); 
Reference,Every element rule for anticipation,,,,,2131; 2150; 
Reference,Evidencing the meaning of a term used in the primary reference,,,,,2131.01; 
Reference,Foreign patent,,,,,706.02; 707.05(e); 901.05(a); 901.05(b); 
Reference,Forfeited application,,,,,901.02; 
Reference,From derivation,,,,,1302.12; 
Reference,From interference,,,,,1302.12; 
Reference,Incorrect citation,,,,,707.05(g); 710.06; 1302.12; 
Reference,Inoperability,,,,,716; 716.07; 
Reference,"Internal documents, confidential",,,,,2128.01; 
Reference,Intervening,,,,,216; 706.02(b)(2); 
Reference,Joint patent to applicant and another,,,,,715.01(a); 715.01(c); 
Reference,Listing at allowance,,,,,1302.12; 1455; 
Reference,Lost counts in interference,,,,,2138.01; 
Reference,Multiple reference rejections under 35 USC 102,,,,,2131.01; 
Reference,Newly discovered after allowance,,,,,1308.01; 
Reference,Nonanalogous art,,,,Reference: Analogous art; ,2131.05; 2141.01(a); 2143; 
Reference,None cited by examiner,,,,,707.05; 707.05(a); 
Reference,Operability,,,,,2121; 
Reference,Ordering official cross,,,,,903.06; 
Reference,Overcome,,,,,
Reference,Overcome,Under Rule 1.130,,,,717.01; 717.01(f); 2155; 2155.06; 
Reference,Overcome,Under Rule 1.131,,,"Affidavit, swearing back of reference (37 CFR 1.131); ",706.02(b)(2); 706.02(f)(2); 706.02(k); 715; 1302.14; 2132.01; 2136.05; 2141.01; 
Reference,Overcome,Under Rule 1.131c,,,,718; 
Reference,Overcome,Under Rule 1.132,,,,706.02(b)(2); 706.02(f)(2); 706.02(i); 706.02(k); 706.02(m); 716; 2132.01; 2136.05; 2145; 
Reference,Overcoming under 35 U.S.C. 119,,,,,216; 
Reference,"Paper, orally presented",,,,,2128.01; 2152.02(e); 
Reference,Patent,,,,,901.04; 2126; 
Reference,"Patent, date available",,,,,2126.01; 
Reference,"Patent, Foreign",,,,Foreign patent; ,
Reference,"Patent, official number lacking",,,,,901.04; 
Reference,Patent claiming same invention,,,,,715.05; 2301.03; 
Reference,Pending application,,,,Application; ,901.03; 
Reference,Publication of applicant’s invention,,,,,715.01(a); 715.01(c); 2132.01; 2133.01; 2153; 2154.02; 
Reference,"Publication, date available",,,,,2128.02; 
Reference,"Publication, printed",,,,,2128; 
Reference,Publications,,,,,706.02; 707.05(e); 901.06; 2131.01; 2132.01; 2133.01; 2152.02(b); 
Reference,Published abstracts of application,,,,,706.02; 711.06(a); 2131.01; 2133.01; 
Reference,Rejection over broad disclosure instead of preferred embodiments,,,,,2123; 
Reference,Replacement of missing,,,,,
Reference,Same assignee,,,,,706.02(f)(2); 706.02(k); 706.02(l); 706.02(l)(3); 709.01; 715.01(b); 
Reference,Selection of pertinent,,,,,904.02; 
Reference,Statutory bar,,,,,706.02(a)(2); 2133.02; 2152; 
Reference,Statutory section to use,,,,,706.02(a)(2); 
Reference,Supply procedure,,,,,707.05(a); 707.05(g); 710.06; 
Reference,Swearing back,,,,Affidavit of prior invention to overcome a pre-AIA 35 U.S.C. 102 or 103 rejection (37 CFR 1.131); ,706.02(k); 715; 2132.01; 2133.02; 
Reference,Thesis,,,,,2128.01; 2152.02(e); 
Reference,Utility,,,,,2122; 
Reference,"“Well known in the art,” supported by",,,,,2144.03; 
Reference characters,,,,,,608.01(g); 
Reference to foreign application,,,,,,202; 901.03; 
Reference to prior patent,,,,,,608.01(p); 608.01(r); 901.03; 
Reference to related application,,,,,Cross-noting; ,
Reference to related application for disclosure,,,,,,608.01(p); 
Refile application,,,,,Application; Substitute application; ,
Refunds,,,,,Fee; Deposit account; ,502; 502.05; 503; 506; 506.02; 509; 509.01; 509.03; 607.02; 
Refunds,Additional invention or species,,,,,803.03(a); 803.03(b); 
Refunds,Canceled claims,,,,,506; 
Refunds,Correspondence address,,,,,502; 502.05; 503; 506; 506.02; 511; 512; 513; 2540; 2542; 
Refunds,Filing fee,,,,,201.04; 503; 506; 601.01(a); 
Refunds,International applications,,,,,1002.02(p); 1827.01; 1850; 1864; 
Refunds,International search fee,,,,,707; 1827.01; 1852; 
Refunds,Issue fee,,,,,1308.01; 1308.03; 
Refunds,Maintenance fee,,,,,2520; 2540; 2550; 2580; 2590; 
Refunds,Oral hearing,,,,,1209; 
Refunds,Publication fee,,,,,1126; 
Refunds,Reexamination,,,,,
Refunds,Reexamination,,,,,2215; 2247; 2248; 
Refunds,Reexamination,,,,,2647; 2648; 
Refunds,"Refund Section, Office of Finance",,,,,509.03; 607.02; 
Refunds,Petition fee,,,,,506.02; 711.03(c); 
Refunds,Small entity fee,,,,,509.03; 2550; 
"Registration, Attorney or agent",,,,,,402; 1702; 
"Regulations, Technology Center TC facilities",,,,,,510; 
"Regulations, office premises",,,,,,510; 
Rehearing by Patent Trial and Appeal Board,,,,,,1002.02(j); 1214.01; 1214.03; 1214.04; 
Reissue application,,,,,,1401; 1470; 
Reissue application,Absolute intervening rights,,,,,1460; 
Reissue application,Access to,,,,,103; 724.04(b); 1430; 1470; 
Reissue application,Acknowledgment of protest,,,,,1901.05; 
Reissue application,Additional information required,,,,,1442.01; 1442.04; 
Reissue application,Adjudication of original patent,,,,,1442.01; 1442.04; 
Reissue application,Allowance,,,,,1455; 
Reissue application,Amendment,,,,,714; 1410; 1411; 1453; 1455; 
Reissue application,Amendment,Examiner’s,,,,1455; 
Reissue application,Amendment,Of drawings,,,,1413; 1453; 
Reissue application,Amendment,So that reissue can be merged with,,,,2285; 
Reissue application,Amendment,So that reissue can be merged with,,,,2686.03; 
Reissue application,Amends or corrects original patent,,,,,1400.01; 1402; 
Reissue application,Appeal brief,,,,,1454; 
Reissue application,Assignee consent,,,,,1410.02; 1443; 1451; 
Reissue application,Broadened,,,,,706.03(x); 1412.03; 
Reissue application,Cannot be used to remove terminal disclaimer,,,,,1490; 
Reissue application,Certificate of correction,,,,,1410; 1411.01; 1412.04; 1443; 1451; 1453; 
Reissue application,Claim,,,,,
Reissue application,Claim,Broadening,,,,1412.02; 1412.03; 
Reissue application,Claim,Dependent,,,,1402; 1412.03; 1455; 
Reissue application,Claim,Format,,,,1411; 1453; 
Reissue application,Claim,Numbering,,,,1451; 1453; 1455; 
Reissue application,Claim,Oath requirement,,,,1414; 
Reissue application,Claim,Printed in,,,,1455; 
Reissue application,Claim,Same invention as original patent,,,,1412.01; 
Reissue application,Claim,Too narrow,,,,1402; 
Reissue application,Collateral estoppel,,,,,2012.01; 2138.01; 2138.02; 
Reissue application,Consent by assignee,,,,,1410.02; 1443; 1451; 
Reissue application,Content,,,,,1410; 
Reissue application,Continuation,,,,,1410.02; 1414; 1451; 1460; 
Reissue application,Copending application reference,,,,,1402; 1405; 
Reissue application,Copending,,,,,1449.01; 2285; 
Reissue application,Copending,,,,,1449.01; 2686.03; 
Reissue application,Correct inadequacies,,,,,1402; 
Reissue application,Court decision involving original patent,,,,,1412.01; 1442.01; 
Reissue application,Court ordered,,,,,1442.05; 
Reissue application,Cross noting,,,,,1451; 1455; 
Reissue application,Deceptive intention,,,,,1401; 1412.02; 1412.03; 1412.04; 1414; 1414.02; 1414.03; 1444; 1448; 1451; 1457; 1481.02; 1490; 
Reissue application,Declaration,,,,,1410.01; 1412.05; 1414; 1414.01; 1444; 1451; 
Reissue application,Declaration,Supplemental,,,,1414.03; 1444; 1455; 
Reissue application,"Defective oath, ground for rejection",,,,,706.03(x); 1414; 1414.03; 
Reissue application,Dependent claim,,,,,1402; 1412.03; 1455; 
Reissue application,Design,,,,,1457; 
Reissue application,Diligence,,,,,1403; 
Reissue application,Disclaimer,,,,,1400.01; 1402; 1405; 1410; 1411.01; 1450; 1451; 1490; 
Reissue application,Divisional,,,,,1410.01; 1412.01; 1414; 1450; 1451; 1457; 
Reissue application,"Domestic benefit, delayed claim",,,,,211.04; 1402; 1405; 
Reissue application,Double patenting,,,,,1451; 1490; 
Reissue application,Drawings,,,,,1413; 1414; 1453; 
Reissue application,Duty of disclosure,,,,,1406; 1418; 1448; 2001.06(c); 2003; 
Reissue application,Effect of reissue,,,,,1460; 
Reissue application,Effective date of claims,,,,,1440; 
Reissue application,EFS-Web filing of,,,,,502.05; 1410; 
Reissue application,Election of species,,,,,1450; 
Reissue application,Equitable intervening rights,,,,,1460; 
Reissue application,Error correction after allowance,,,,,1414.01; 1414.03; 1444; 
Reissue application,Error in original patent,,,,,1401; 1402; 1412.01; 1414; 1414.01; 
Reissue application,Examination,,,,,1440; 1443; 1445; 
Reissue application,Examination,Review of Oath/Declaration,,,,1444; 
Reissue application,Examiner Reissue Guide and Checklist,,,,,1443; 
Reissue application,Expedited examination,,,,,708.01; 1410; 1441; 1442; 1442.03; 
Reissue application,Expedited examination,Design,,,,1457; 
Reissue application,Expired patent,,,,,1415.01; 1443; 
Reissue application,Filing fee,,,,,1415; 
Reissue application,Final Office action,,,,,1444; 
Reissue application,Flowchart on recapture,,,,,1412.02; 
Reissue application,Foreign priority claim,,,,,214; 215; 216.01; 1402; 1417; 
Reissue application,Format,,,,,1410; 1411; 1411.01; 
Reissue application,Fraud,,,,,1448; 2012; 
Reissue application,Grounds for filing,,,,,1402; 
Reissue application,Inequitable conduct,,,,,1448; 2010; 
Reissue application,Information disclosure statement,,,,,1406; 1418; 1455; 2003; 
Reissue application,Initial examiner review,,,,,1443; 
Reissue application,"Inoperative or invalid, Oath requirement",,,,,1414; 1414.03; 
Reissue application,Inspection,,,,,103; 1430; 1470; 
Reissue application,Interference,,,,,1449.02; 
Reissue application,Interference on original patent concurrent with,,,,,1449.01; 
Reissue application,Intervening rights,,,,,1460; 
Reissue application,Inventorship error,,,,,1402; 1410.01; 1412.04; 1412.05; 
Reissue application,List of references,,,,,1406; 1418; 1455; 
Reissue application,Litigation or PTAB trial involved,,,,,1404; 1442.01; 1442.05; 1443; 1449.01; 1449.03; 
Reissue application,Litigation or PTAB trial involved,Marking envelope,,,,1404; 
Reissue application,Litigation protest,,,,,1901.03; 
Reissue application,Maintenance fees on original patent,,,,,1415.01; 
Reissue application,Merger of reissue applications after restriction,,,,,1450; 
Reissue application,Merger of reissue application with,,,,,2285; 
Reissue application,Merger of reissue application with,,,,,2686.03; 
Reissue application,Multiple filings,,,,,1450; 1451; 
Reissue application,New matter,,,,,1411.02; 
Reissue application,Numbering of claims,,,,,1451; 1453; 1455; 
Reissue application,Notice in original file,,,,,
Reissue application,Oath,,,,,1414; 1414.03; 1444; 
Reissue application,Oath,Primary examiner’s decision,,,,1004; 
Reissue application,Oath,Supplemental,,,,1414.03; 1444; 1455; 
Reissue application,Offer to surrender patent not required,,,,,1416; 
Reissue application,,,,,,
Reissue application,,Claim to be printed in,,,,1455; 
Reissue application,,Filing notice in,,,,1430; 1441; 1441.01; 1443; 1452; 1457; 1470; 
Reissue application,Omission of feature,,,,,1411.02; 
Reissue application,Open to public,,,,,103; 1430; 1470; 
Reissue application,Ordering copies of papers in file,,,,,1430; 
Reissue application,Overlooked aspects,,,,,1412.01; 1412.02; 
Reissue application,Ownership,,,,,1410.01; 1443; 
Reissue application,Patent series,,,,,901.04; 
Reissue application,"Patent term, affect on",,,,,1405; 
Reissue application,Petition to merge reissue and,,,,,1002.02(b); 2285; 
Reissue application,Petition to merge reissue and,,,,,1002.02(b); 2686.03; 
Reissue application,Petition to stay reissue pending,,,,,2285; 
Reissue application,Petition to stay reissue pending,,,,,2686.03; 
Reissue application,Print of drawing,,,,,608.02; 
Reissue application,Prior art consideration,,,,,1402; 
Reissue application,Prior art statement,,,,,1406; 1418; 1455; 
Reissue application,Priority correction,,,,,214; 216.01; 1402; 1405; 1417; 
Reissue application,Protest,,,,,1404; 1441; 1441.01; 1443; 1901; 
Reissue application,Protest filed in reissue where patent is in interference,,,,,1443; 1449; 
Reissue application,Public access,,,,,103; 1430; 1470; 
Reissue application,Recapture of matter,,,,,706.02(l)(1); 1412.02; 
Reissue application,Reexamination proceedings copending,,,,,1449.01; 
Reissue application,Reexamination proceedings copending,,,,,2285; 
Reissue application,Reexamination proceedings copending,,,,,2643; 2686; 2686.03; 2695; 
Reissue application,Rejection,,,,,706.03(x); 
Reissue application,Request for Continued Examination RCE,,,,,1452; 
Reissue application,Requirement for information,,,,,1442.04; 
Reissue application,Restriction,,,,,1450; 1451; 
Reissue application,Restriction,Design,,,,1457; 
Reissue application,Return of original patent,,,,,1416; 
Reissue application,Review,,,,,1456; 
Reissue application,Same invention as original patent,,,,,1412.01; 
Reissue application,Special for examination,,,,,708.01; 1441; 1442; 1442.03; 
Reissue application,Special for examination,Design,,,,1457; 
Reissue application,Specification,,,,,1410; 1411; 1411.01; 1453; 1455; 
Reissue application,Status,,,,,1430; 1470; 
Reissue application,Statutory basis,,,,,1401; 
Reissue application,Statutory disclaimer,,,,,1490; 
Reissue application,Stayed pending,,,,,2686.03; 
Reissue application,Stayed pending,,,,,2686.03; 
Reissue application,Submission of papers in,,,,,1404; 
Reissue application,Suit on original patent,,,,,1442.01; 
Reissue application,Surrendered patent returned to applicant,,,,,1416; 
Reissue application,Surrender generating limitation,,,,,1412.02; 
Reissue application,Suspension,,,,,1450; 
Reissue application,Terminal disclaimer,,,,,1402; 1410.01; 1411; 1451; 1490; 
Reissue application,Transfer of original drawing prior practice,,,,,608.02(i); 1413; 
Reissue application,Treatment of protest,,,,,1901.06; 
Reissue application,Twice reissued,,,,,1411; 
Reissue application,Two month delay period,,,,,1441; 1441.01; 
Rejected application,,,,,,203.02; 
Rejection,,,,,Anticipation rejection; Indefinite claim; Obviousness; ,706; 
Rejection,Abandonment of invention,,,,,706.02(d); 706.03(s); 
Rejection,Admission by applicant,,,,,706.02(c); 2103; 2129; 2133.03(c); 2152.03; 
Rejection,After allowance of application,,,,,706.04; 706.05; 1308.01; 
Rejection,After allowance of claim,,,,,706.04; 
Rejection,"After allowance, primary examiner review of",,,,,1004; 
Rejection,"After appeal, new rejection",,,,,1207.03; 1207.04; 
Rejection,After termination of interference,,,,,2308; 
Rejection,Against public policy,,,,,706.03(a); 
Rejection,Aggregation,,,,,2173.05(k); 
Rejection,All valid grounds,,,,,707.07(g); 
Rejection,Allowed claim by Patent Trial and Appeal Board,,,,,1213.02; 
Rejection,Alternative phrases,,,,,2173.05(h); 
Rejection,Anticipation,,,,Anticipation rejection; ,706.02(a); 2131; 2132; 2133; 2136; 2152; 2154; 
Rejection,Art,,,,Prior art; ,706.02; 
Rejection,"Assigned applications, Same applicant",,,,,804.03; 
Rejection,Atomic Energy Act,,,,,706.03(b); 
Rejection,Authorship,,,,,2132.01; 2137; 2155.01; 
Rejection,Backup rejections,,,,,706.02; 
Rejection,"Bar, Statutory",,,,,706.02(a); 2133; 2133.03(e)(7); 2152; 
Rejection,"Bar, Statutory",Overcoming,,,,706.02(b); 
Rejection,Board introduces,,,,,1214.01; 
Rejection,Board statement on allowed claim,,,,,1213.02; 
Rejection,Breadth,,,,,2173.04; 
Rejection,Broadening in reissue application,,,,,1412.03; 
Rejection,Broader than the disclosure,,,,,2173.03; 
Rejection,Chemical practice,,,,,
Rejection,Chemical practice,Markush,,,,706.03(y); 803.02; 2117; 
Rejection,Chemical practice,Undue breadth,,,,2163.05; 2173.04; 2173.05(h); 
Rejection,Claim presented corresponding to claim of patent,,,,,706.06; 
Rejection,"Claim presented corresponding to claim of patent, failure to reply",,,,,706.03(u); 
Rejection,Claims,,,,,706; 
Rejection,Combination of references,,,,,706.02(j); 2131.01; 
Rejection,Common knowledge,,,,,2144.03; 
Rejection,Commonly assigned,,,,,706.02(k); 2146; 2154.02(c); 
Rejection,Computer programming cases,,,,,2106; 2161.01; 2164.06(c); 
Rejection,Conflicting applications,,,,,706.02(f)(2); 706.02(k); 706.02(l); 706.02(l)(3); 709.01; 715.01(b); 804; 804.01; 804.02; 822; 
Rejection,Contrasted to objection,,,,,706.01; 
Rejection,"Copending applications, different inventive entities",,,,,706.02(k); 706.02(l); 706.02(l)(3); 
Rejection,Cumulative,,,,,706.02; 706.07(e); 
Rejection,Dedication,,,,,715; 1490; 
Rejection,Defective reissue oath,,,,,706.03(x); 1414.03; 1444; 
Rejection,Dependent claim,,,,,608.01(n); 
Rejection,Derivation of invention,,,,,2137; 
Rejection,Disclaimer,,,,,706.02(u); 710.02(d); 
Rejection,Double patenting,,,,Double patenting; ,
Rejection,Duplicate claims,,,,,706.03(k); 
Rejection,"Estoppel, defensive publication",,,,,711.06; 
Rejection,"Estoppel, interference",,,,,2308.03; 
Rejection,Final,,,,Final rejection; ,706.07; 706.07(h); 
Rejection,"Foreign application, statutory bar",,,,,706.02(e); 
Rejection,Form paragraphs used,,,,,706.02(i); 706.02(m); 
Rejection,Form used,,,,,707; 
Rejection,Fraud upon public,,,,,706.03(a); 
Rejection,Frivolous invention,,,,,706.03(a); 
Rejection,"Full anticipation, expression recommended",,,,,706.02(i); 
Rejection,Function of machine,,,,,2173.05(v); 
Rejection,Functional claim,,,,,2114; 2173.05(g); 
Rejection,Functional equivalents,,,,,2144.06; 
Rejection,Generic claim,,,,,715.02; 806.04; 809.02(a); 
Rejection,Genus and species,,,,,806.04(h); 806.04(i); 2131.02; 2144.08; 
Rejection,Ground clearly stated,,,,,706.02(j); 707.07(d); 
Rejection,Inaccurate,,,,,2173.03; 
