Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
Drawings,Amendment support by claim present on filing date,,,,,608.04(a); 
Drawings,Annotated sheets,,,,,608.02(v); 608.02(w); 
Drawings,Brief description,,,,,608.01(f); 
Drawings,Canceled figure,,,,,608.02(t); 
Drawings,Canceled sheet,,,,,608.02(t); 
Drawings,"Canceled sheet, patent",,,,,608.02(t); 
Drawings,"Canceled sheet, transfer",,,,,608.02(i); 
Drawings,Color,,,,,608.01(f); 608.02; 1503.02; 
Drawings,Colored plant,,,,,1606; 
Drawings,Complete illustration,,,,,608.02(d); 
Drawings,Completeness,,,,,608.02(e); 
Drawings,Computer lists,,,,,608.05; 
Drawings,Consistency,,,,,608.02(e); 
Drawings,Content of,,,,,608.02(d); 
Drawings,Correction,,,,Correction of drawing; ,608.02(p); 1302.05; 
Drawings,Correction,Incorporated into PG-Pub,,,,1120; 1121; 
Drawings,Correction,Reversed figure numbers,,,,1302.04; 
Drawings,Design application,,,,,1503; 1503.01; 1503.02; 1504.04; 
Drawings,Disclosure,,,,,608; 
Drawings,Divisional application,,,,,608.02; 608.02(i); 
Drawings,EFS-Web,,,,,502.05; 
Drawings,Examiner determines completeness,,,,,608.02(e); 
Drawings,Illustrates claim,,,,,608.02(e); 
Drawings,Informal,,,,,507; 
Drawings,International application,,,,,1825; 
Drawings,Kept in application,,,,,608.02(c); 
Drawings,Location,,,,,608.02(c); 
Drawings,Modification illustrated,,,,,608.02(f); 
Drawings,Marked-up copy,,,,,608.02(b); 608.02(v); 608.02(w); 
Drawings,Necessary for filing date,,,,,506; 608.02; 702; 
Drawings,New drawings required,,,,,608.02(a); 
Drawings,"New, handling",,,,,608.02(a); 
Drawings,New matter,,,,,608.04; 706.03(o); 
Drawings,"New, when required",,,,,608.02(a); 
Drawings,Not received,,,,,608.02(h); 1825; 
Drawings,Not required,,,,,608.02; 
Drawings,Not returned,,,,,608.02(y); 
Drawings,Objection,,,,,608.02; 608.02(a); 608.02(b); 608.02(d); 608.02(f); 706.03(o); 1503.02; 1504.04; 
Drawings,,,,,,1302.09; 
Drawings,Omitted drawings,,,,,601.01(g); 
Drawings,Patented file,,,,,901.01(a); 
Drawings,Petition to transfer from another application,,,,,608.02(i); 
Drawings,Photographs,,,,,502.05; 507; 608.01(f); 608.02; 1503.02; 
Drawings,Plant application,,,,,1603; 1606; 
Drawings,Prior art,,,,,608.02(g); 2125; 
Drawings,Provisional application,,,,,601; 
Drawings,Reference characters,,,,,608.02; 608.02(e); 
Drawings,"Reference characters, change",,,,,608.02(w); 
Drawings,Reissue application,,,,,1411; 1413; 
Drawings,Reissue application,No longer transferred from original patent,,,,1413; 
Drawings,Replacement drawings for publication in PG-Pub,,,,,1121; 
Drawings,Replacement,,,,,608.02(h); 1302.05; 
Drawings,Reversed figure numbers,,,,,1302.04; 
Drawings,Review by Office of Patent Application Processing OPAP,,,,,507; 
Drawings,Required by examiner,,,,,608.02; 
Drawings,Requirements,,,,,608.02; 
Drawings,Return,,,,,608.02(y); 
Drawings,Section lines,,,,,608.01; 608.02(w); 
Drawings,Security markings,,,,,121; 
Drawings,Substitute,,,,,502; 608.02; 608.02(h); 
Drawings,"Sufficiency, determined by examiner",,,,,608.02(e); 
Drawings,Symbols,,,,,608.02; 
Drawings,Trademarks,,,,,1512; 
Drawings,Unacceptable for publication,,,,,608.02; 608.02(b); 
Drawing correction,,,,,,507; 608.02(p); 
Drawing correction,Annotated sheets,,,,,608.02(v); 608.02(w); 
Drawing correction,Approval by examiner,,,,,608.02(x); 
Drawing correction,Marked-up copy,,,,,608.02(b); 608.02(v); 608.02(w); 
Drawing correction,New matter,,,,,608.04; 
Drawing correction,Order for,,,,,608.02(x); 
Drawing correction,PG-Pub,,,,,1120; 1121; 
Drawing correction,Replacement sheets,,,,,502; 608.02(h); 1302.05; 
Drawing correction,Required,,,,,507; 707.07(a); 
Dual correspondence,,,,,,402.10; 403; 
Due Care Showing,,,,,,2734; 
Duplicate claims,,,,,,706.03(k); 
Duplicate foreign patents,,,,,,903.03; 
Duplicate papers for plant applications,,,,,,1603; 1605; 1606; 1609; 
Duty of candor and good faith,,,,,,2001; 2001.03; 2733; 2762; 
Duty of candor and good faith,Compared to duty to disclose material information,,,,,2001.04; 
Duty of candor and good faith,Information disclosure,,,,,609; 
Duty of candor and good faith,Reexamination,,,,,2280; 
Duty of disclosure,,,,,,2000; 
Duty of disclosure,After patent grant,,,,,2003.01; 
Duty of disclosure,Aids to compliance,,,,,2004; 
Duty of disclosure,By whom,,,,,2002; 2002.01; 
Duty of disclosure,Checklist,,,,,2004; 
Duty of disclosure,Compared to requirement for information,,,,,704.12(a); 2005; 
Duty of disclosure,Compliance with,,,,,2004; 
Duty of disclosure,Continuing applications,,,,,2001.04; 2004; 
Duty of disclosure,Copending applications,,,,,2001.06(b); 2004; 
Duty of disclosure,Copied claims,,,,,2001.06(d); 
Duty of disclosure,Duration of,,,,,2001.04; 2003.01; 
Duty of disclosure,Foreign applications,,,,,2001.06(a); 
Duty of disclosure,Information material to patentability,,,,,2001.04; 2001.05; 
Duty of disclosure,Litigation information and/or Trial Proceedings,,,,,2001.06(c); 
Duty of disclosure,Materiality,,,,,2000; 2001.04; 2001.05; 
Duty of disclosure,Questionnaire,,,,,2004; 
Duty of disclosure,Reexamination,,,,,
Duty of disclosure,Reexamination,,,,,2014; 2280; 
Duty of disclosure,Reexamination,,,,,2003.01; 2684; 
Duty of disclosure,Reissue application,,,,,1406; 1418; 1448; 2001.06(c); 2003; 
Duty of disclosure,Related application,,,,,
Duty of disclosure,Related application,Foreign,,,,2001.06(a); 
Duty of disclosure,Related application,U.S.,,,,2001.06(b); 
Duty of disclosure,Sources of information,,,,,2001.06; 
Duty of disclosure,Timing,,,,,2003; 2003.01; 
Duty of disclosure,To whom owed,,,,,2001.03; 
Duty of disclosure,Violation of,,,,,2010; 
Duty of disclosure,Violation of,Claims invalidated,,,,2016; 
Duty of disclosure,Violation of,Protest,,,,2013; 
Duty of disclosure,Violation of,Reexamination,,,,2014; 
Duty of disclosure,Violation of,Reissue,,,,2012; 
Duty of disclosure,Violation of,Rejection of claims in reissue application,,,,1448; 
Duty of disclosure,Who has,,,,,2001.01; 
